Tweet,Target,Stance,Tweet Id
"@MaryamHenein WHY SHOULD 331,000,000 PEOPLE IN AMERICA BELIEVE THIS LITTLE MAN- HIS STORY CHANGES EVERYTIME HE IS IN FRONT OF A MIC!",fauci,FAVOR,1289293399556644864
@RMConservative This was the best line of questioning by @Jim_Jordan. All Fauci does is lie and make things up that make no sense. He is full of crap.,fauci,FAVOR,1289264512164478976
@Jim_Jordan @realDonaldTrump Why does anyone care what Fauci says? He’s been wrong about everything.,fauci,FAVOR,1289280471822553088
Is Dr FAUCI still TALKING telling Americans to wear Goggles and have sex with strangers you meet online?:pray::two_hearts:,fauci,FAVOR,1289265640134414336
"@BuckSexton As just a lowly citizen, I would expect to have a say in the affairs of government. The fact is, Fauci is compromised by his personal entanglements. It is clear this effects his judgement. We can only be properly served by someone 'Not entangled'.",fauci,FAVOR,1289271706092056577
@TimRunsHisMouth President Trump did everything he could to save lives! No one heard it when he was in front of congress hearing... MSM fakemews didn't air but check DTJR's tweet he has it!,fauci,FAVOR,1289293903917539328
@realDonaldTrump Very good statements by Dr Fauci? There’s nothing good about Fauci Mr President.,fauci,FAVOR,1289274297396027393
"@seanmdav Will @seanmdav investigate why #FBI dropped their investigations on #FauciTheFraud ????

@realDonaldTrump @VP",fauci,FAVOR,1289282648188231681
"In a hearing being questioned, Dr. Fauci brought his phone up to Clyburn and he wrote something down. The next question from Clyburn was about the President's tweet.",fauci,FAVOR,1289283215522279424
"Jordan, go back to hearing the screams of young boys being molested under your supervision and doing absolutely nothing about it, instead of politicizing the spread of #coronavirus.  

#COVID19 #Jim_Jordan",fauci,FAVOR,1289295505021743105
"Just watched 
One America News where they showed that in Africa they use Hydroxychloroquine, Zinc and antibiotic out of a country of 45 million they had only 1100 cases of #COVID-19 . Sad when a 3rd world country does better than America...thanks Dimacrats.",fauci,FAVOR,1289284259350376449
"@DineshDSouza @courageouskriss @Jim_Jordan He's got his orders... pathetic. 
You'd think a 'public health official' could tell the truth on any number of things, including 1. HCQ which he's touted in the past as effective &amp; 2. admit that protestors in crowds can spread this virus, which is easy to treat.",fauci,FAVOR,1289285136635240449
"@alexsalvinews He still has ZERO data to back up anything he says.
Follow Science and Data has been the claim.
He's stuck in pride and establishment mode now.
He presumes crowds increase spread. It's been 4+ months.
Show me data on spread at Walmart, Home Depot, and grocery stores.",fauci,FAVOR,1289331610148466688
@Jim_Jordan @AMErikaNGIRLLL Thank you Mr Jordan for publicly exposing #DrFauci for his hypocrisy ~ we all know the truth and we all know the double standard BS they are forcing on us,fauci,FAVOR,1289286566783795200
"@JamesAGagliano @Shem_Infinite The people that own Fauci would do unspeakable things to him if he said anything negative about the ""protests.""

Why this all runs through one man is beyond me. Put a panel together of doctors, nurses, &amp; other front liners picked by both parties.

#FireFauci",fauci,FAVOR,1289289012318937089
@TimRunsHisMouth Make sense.,fauci,FAVOR,1289315952329277440
"@calistevenj There's a few more so-called journalists at @Foxnews who are #DNC clones also. We all know who they are. 
#Trump2020 #VoteRedToSaveAmerica",fauci,FAVOR,1289291987510636544
@DMcalindin @thehill No more than your savior is a political hack,fauci,FAVOR,1289298565831864320
@KohanimKnew @LLinWood @BabeReflex_8 @EllaaaCruzzz @MikayesFiona @MagaKarma1 @TruthIsLight5 @kimallthat @We_Have_Risen @RattlerGator @RonColeman @RoscoeBDavis1 @lawyer4laws @shipwreckedcrew @benshapiro What a sad reality that speaking out to save lives can cost you your job/career.  I hope her future is greatly rewarded.,fauci,FAVOR,1289299690589048832
"@drdavidsamadi They ALL belong in prison! 
Crimes against humanity",fauci,FAVOR,1289300350013444096
@replouiegohmert @JHandley27 Now when you get back to work will you please tell @realDonaldTrump to,fauci,FAVOR,1289304362209153029
@johncardillo That or financially gain from his position/investments in big-pharma #FauciIsAFraud,fauci,FAVOR,1289304744431742976
"@realDonaldTrump Potus, the American people deserve better than Dr. Fauci. 

It's time. We're exhausted with his conflicts of interest, pseudoscience and intentional destruction of the economy. 

America has so many wonderful doctors, with actual experience, who care...",fauci,FAVOR,1289306896424488960
@2runtherace Smug piece of shit,fauci,FAVOR,1289333229565014016
"Fauci: “I’m not going to opine on limiting anything.” ""Now go get your goggles and your mask"" 
#faucihearing #Fauci",fauci,FAVOR,1289309686999601154
"@P8R1OT He’s too busy with camera time, meeting with folks to pay him for changing his mind, pitching horribly at a baseball game where he wore no mask (what is it too hot to wear a mask while physically active) &amp; posing for magazine covers. He’s not treated a single person.",fauci,FAVOR,1289309751851888641
@seanmdav @Barnes_Law This dwarf has got to go! #FireFauci,fauci,FAVOR,1289319841870970880
"@TX_WalkerRanger You mean Dr. Fraudci? The celebrity ""expert"" who contradicts himself every time he opens his mouth? Sure do!!",fauci,FAVOR,1289333315837677569
"@mitchellvii @AnthemRespect What a fraud! Either protests R bad because of spreading covid or they aren't. It can't be both bad to have 50 churchgoers in a church that seats 600 but it's okay to have thousands of protesters out in close proximity in just one day.

#ItsNotAboutTheVirus
#Plandemic",fauci,FAVOR,1289310440237875200
"Traitors everywhere.
[D] leadership in joint ops w/ China [CCP] in effort to regain power?
It was never about the virus.
#COVID19",fauci,FAVOR,1289311293791277056
"""From everything we've seen now in  animal data, as well as human data we feel cautiously optimistic that we will have a vaccine by the end of this year &amp; as we go into 2021,"" said Dr. Fauci, “I don’t think it’s dreaming.” TGIF = TGiFauci",fauci,FAVOR,1289313247422603264
I’ll leave this right here: Jim Jordan needs to be fired. #COVID19 #covidhearing,fauci,FAVOR,1289323158466527238
@kat2020maga @UPMHPM Maybe someone should ask Fauci straight up how Covid doesn’t affect #Rioters but overwhelms @POTUS supporters,fauci,FAVOR,1289336198666817543
@PunishDem1776 Why does he think it's funny?,fauci,FAVOR,1289326940449435648
@DineshDSouza He’s such DC scum.  The epitome of establishment swamp.,fauci,FAVOR,1289327144838090753
"@WestCoastJazz @TimRunsHisMouth Bullshit. He was totally okay butting in about church, travel, and how people dress. If he weren't a partisan hack, he wouldn't have blinked. #FaucitheFraud",fauci,FAVOR,1289353546681315328
Tucker just called Fauci a fraud! Priceless.,fauci,FAVOR,1289360104383553537
"@DineshDSouza @CRRJA5 Hmm, so I guess he just started this gig and is bewildered b/c he's never thought of that.....
Oh wait he's been 1984 and is very familiar w/ this scenario.
Fire Fauci!",fauci,FAVOR,1289341122762944512
"At this point I would trust Dr. Seuss over Fauci!
We have to have a better Doctor in America!",fauci,FAVOR,1289355995609620480
"No church, no bars, If you cannot gather, you cannot organize.  #CovidHoax",fauci,FAVOR,1289342991715336195
@JamesAGagliano No kidding,fauci,FAVOR,1289356412079022081
"@TX_WalkerRanger @NewYorkCityGuns Total fraud.

He's another player in the 2020 #Plandemic.  He hopes his role brings him lots of fame and fortune.

#Hydroxychloroquine is not part of the #Scamdemic",fauci,FAVOR,1289356867454427136
"@merlisa @drdavidsamadi @Jim_Jordan Oh yeah! As if the virus is so smart!! Many countries have opened, they don’t wear masks at all, but the difference is that they don’t have a FRAUDCI!!",fauci,FAVOR,1289347421902786562
"@LostMonk71 He's terrified to say the word protesters because he knows those radical street trash will hunt him down and burn his house down.
Disgusting how the mob rules in America right now.",fauci,FAVOR,1289358084499013638
"@SebGorka I don't understand why he isn't asked right upfront, ""why do you suggest there's no gatherings and that the government should enforce masks and social distancing but you won't give an opinion on the protests?""",fauci,FAVOR,1289359530204082177
@DavidJHarrisJr @realDonaldTrump Omg you fist bump someone !! Dr Fauci wouldn't approve :zany_face::joy::zany_face::grinning::zany_face::grinning:,fauci,FAVOR,1289359543768498179
@nytimes Fraud Fauci revealed his cards today by refusing to say protesting and rioting should be limited because large gatherings are a leading factor in spreading the virus.,fauci,FAVOR,1289361272773869574
@RaheemKassam @fettjango7 That elf just needs to shut the eff up!,fauci,FAVOR,1289362568306335745
"Why doesnt any of these gov. Hacks ask about particles size of viruses,  what double blinded reviewed study promotes masks, long term mask wearing,vaccine testing protocols, his ties to Bill Gates.....???",fauci,FAVOR,1289364301241671682
@JamesAGagliano Which says all you need to know about Fauci- what a fraud!,fauci,FAVOR,1289365311532105729
"@DonaldJTrumpJr Still, Dr. Fauci is a flip flopper. He changes his statement every time he goes on national tv and makes the President look bad. He is NOT to be trusted as he is part of the establishment pushing for a force vaccine on every one. Time to",fauci,FAVOR,1289380014744457216
@Avenger2Toxic Good question.,fauci,FAVOR,1289368215538163712
Anybody know if Dr Fauci was at #EpsteinIsland #OrgyIsland,fauci,FAVOR,1289369905771364352
"Fauci has been at the NIH longer than I’ve been alive. For *no other reason* than that, he should be replaced. 

@realDonaldTrump",fauci,FAVOR,1289382278691344385
"Next thing you know oxygen will be unsafe to breath, according to the experts.  #COVID19",fauci,FAVOR,1289415769147805696
@abbiemayar @Jim_Jordan @realDonaldTrump Where's your water bottle and why are you not wearing your mask,fauci,FAVOR,1289382794737508352
"@TimRunsHisMouth Attending a baseball game, while not socially distancing or wearing a mask",fauci,FAVOR,1289396935372279808
@MightyBusterBro Yes they do spread #COVID19 #StopTheProtests,fauci,FAVOR,1289384969937096705
@HH_kathy @pocono_mtn Even if a vaccine is available I'm not taking it.,fauci,FAVOR,1289385048949444608
@JamesAGagliano @CWarrior17 It’s time for @DrAnthonyF to go.,fauci,FAVOR,1289385438772428800
"@realDonaldTrump More testing because more people are getting sick and dying!! Does our president realize that in most cases you must present with symptoms before you can even have a test??? Please! Someone! Tell him! 
:speaking_head_in_silhouette:Paging #DrFauci 
:speaking_head_in_silhouette:Paging",fauci,FAVOR,1289411107765903362
@realDonaldTrump @Jim_Jordan is awesome.   Fauci sucks.,fauci,FAVOR,1289386033444945921
"@Grace_Segers He also said, ""any large gatherings w/o masks increases Covid cases. Yes, this includes protesting, rioting, and looting. Dems are actually promoting the spread of Covid19 to hurt the economy. #COVID19",fauci,FAVOR,1289386957114503169
Another great day to,fauci,FAVOR,1289387315815747584
@WNEP Great sounds like fun. #Plandemic,fauci,FAVOR,1289387914011410433
I would rather die of the Chinese flu than loose my rights guaranteed to me by the constitution,fauci,FAVOR,1289390770877685762
@alexnazaryan Jim Jordan cares more about trying to disparage black people than about the rising rate of Ohio coronavirus victims.,fauci,FAVOR,1289412134950981633
@realDonaldTrump @Realpersonpltcs Don’t give it to them.,fauci,FAVOR,1289391587433226242
@ClaireStM1996 The moment he praised Cuomo was the moment he took his mask off showed who he really was. Today at the hearing he had a smirk on his face the whole time,fauci,FAVOR,1289401147925516289
@realDonaldTrump You never makes sense.  This statement shows your ignorance. Those who get it understand it was your failure to take it seriously.  Go back and listen to yourself @ the #COVID19 conferences. Stop. Listen to,fauci,FAVOR,1289406175658700803
@MarkDice He’s a fool!! Liar,fauci,FAVOR,1289407756026298368
"They say HCQ helps in the early stages - cheap
Remdesivir helps while you’re in the hospital - expensive 

If the cheap one helps early then the expensive one is worthless

Expensive promoted?
 
Always comes down to money

#COVID19",fauci,FAVOR,1289431908833796096
"Why are other countries better at #covid19 than the USA? 

They don’t have a",fauci,FAVOR,1289424905432309761
"@Autrice @Pismo_B good, glad he clarified that because fuck that shit my DNA will stay human and non-hybridized. Gates can go Fuck himself so can the DOD and Elon MUSK.
Moderna, CureVaC, Glasko Smith Klein...can shove their NAZI HUMAN GENOME EXPERIMENT UP THEIR ASS.
@realDonaldTrump",fauci,FAVOR,1289426098258771968
"@MongrelGlory @DeanoMartino1 @BankerBun @CooneyBG @drsimonegold Thank you Michelle for your truth in honesty, while Dr. Fauci watches on.",fauci,FAVOR,1289570336514572289
@KassandraKitson It makes sense if you have a financial interest in the #COVID  #vaccine ! #FauciFraud,fauci,FAVOR,1289543723978809346
"@realDonaldTrump Ok, let’s use your 4th grade logic... So stop testing and the #CoronavirusPandemic will disappear. Just ask",fauci,FAVOR,1289549296904347648
"@SopanDeb I'm disturbed by all the @nba players slapping palms, hi-5ing, non-stop; completely against #covid guidelines. They can air hi-5 or #elbowbump, but this constant hand contact really sends the wrong message. #NBA #NBAisBACK #StaySafe @NBAonESPNRadio @JeffVanGundy8",fauci,FAVOR,1289574328888041472
"@Ms_Demeanor77 @JudgeClayJ As I said, he has never treated a patient and has been wrong on everything.",fauci,FAVOR,1289598823719997443
@thehill cool take #Hydroxychloroquine is works per,fauci,FAVOR,1289617924064501761
WHY NOONE IS TALKING ABOUT THE COST OF COVID TREATMENT??? #COVID19 #pandemic #CuomoPrimeTime #cnn #FoxNews,fauci,FAVOR,1289619522647810048
"@Reuters @CoreysDigs Beautiful   I bet HCQ  is' legal' to use in Germany   No worries then, if you're healthy and take normal precautions and weigh your risk    Freedom to live our lives, free of fear",fauci,FAVOR,1289703435487436802
"@realDonaldTrump Sorry. I'm gonna trust the man that had spent his entire life saving people from infectious diseases over the guy that said during a Covid briefing ""I have a really good, you know, brain"" 
#TrumpLiesAmericansDie #COVID19",fauci,FAVOR,1289639835171319809
@CBSNews :middle_finger_light_skin_tone::middle_finger_light_skin_tone::middle_finger_light_skin_tone: Dr.foulcheese has proven to be a pathological liar.,fauci,FAVOR,1289662246818217984
@brithume Why the hell don't the experts get this sh*t straight.,fauci,FAVOR,1289676595532189698
"Fauci said at the hearing that he “has no stake” on any medication or vaccine.

Is this true? Digital warriors please educate us.

Thank you.",fauci,FAVOR,1289672572989108224
@Jim_Jordan @HarrellRyan1 We should ALL just OPEN UP! Enough of this dangerous scam. Arrest us ALL! NO MORE MASKS! They are worse for our health than they “help”. #Scamdemic,fauci,FAVOR,1289745190270296064
@Phreadys Hell No!! #FakeFauci #FakePandemic #DemPanic,fauci,FAVOR,1289694844516831233
Im seeing and hearing from the fisherman and shrimpers that #masklitter is becoming increasingly dangerous. 20 to 30 mask in every net. Also parking lots becoming  mask graveyards. #coronavirus #StayHome,fauci,FAVOR,1289709931780689920
"@nowthisnews Now go back and try again., fake ass dr.’s he spoke with.. it’s not the “GOLD “standard :joy: #stoptryingthisman #COVID19",fauci,FAVOR,1289715916960194561
@Jim_Jordan What the actual f#ck is wrong with you? Go to church...don’t wear a mask...do what your fuhrer tells you. Maybe you can get a double room with Gomer...oops...Gohmert! #GymJordan,fauci,FAVOR,1289748570321584128
"@MiaPhoenix3 @VoiceOfCanada4 Me too, tired of all this, time to return to real normal, not this paranoid faggotty assed pussy shit mentality of saaaafety and not triggering the perpetually outraged and offended mob

#Returntonormal #cancelcancelculture #EnoughIsEnough",fauci,FAVOR,1289776666814816258
"@realDonaldTrump Yesterday you stated ""We're doing really well in Florida"" referring to the #Covid19 response. Yes, #MurdererTrump you're doing really well killing off people with your #TrumpVirus with the national death toll exceeding 153,000, all because you ignore",fauci,FAVOR,1289791678111334401
@Phreadys Hell no! I trust a rabid dog more than I trust this guy!,fauci,FAVOR,1289856063894822914
"@ScoobydaDog @CBSNews ""people who never even took the test are getting positive results?""  

go away.  

#TrumpVirus #GOPDeathCult",fauci,FAVOR,1289916348735225856
"If the high #coronavirus  case count is higher in the US because we are doing better at testing, that means we have fewer undiagnosed cases, which makes the actual death rate significantly HIGHER than the rest of the world.",fauci,FAVOR,1289901778134167554
My friend Luc is taking all the guys’  temperatures before he lets us play air hockey in his basement &amp; he’s using one of *those* thermometers since he’s French. Had to use extra gutter butter to prep my chute due to the hair situation #Covid19,fauci,FAVOR,1289918560400101377
"@fancygirl52 @funnyfarm67 @itsJeffTiedrich @realDonaldTrump That was 5 months ago! As they learned more ab this #coronaVirus &amp; that it doesnt act like other corona virus' &amp; that #masks became more available &amp; they saw that other countries were wearing masks &amp; gaining control of the virus, their recomendations changed.
#COVID19",fauci,FAVOR,1289920334506819584
"@theblaze Mask police are everywhere niw thanks to the media and fear mongers, when will this end!!! Thanks stupid ass",fauci,FAVOR,1289948490156539905
@replouiegohmert You made any arrangement like do not resuscitate? Or picked out a cheap pine box? Or a pine marker like on Gunsmoke so we know where to leave our empties when we take health break. #Pandemic #CoronaVirus #CovidIdiot #TrumpVirus #COVID19 #HongKongFuey,fauci,FAVOR,1289954094312914944
"What drug prescriptions are all these players using to recover so fast? Please let the world know!......with proof...
#MLB, #NFL, #NBA, #NASCAR, #ESPN, #USA, #coronavirus , #CoronaVirusUpdates , #ABC, #NBC, #CBS, #FOX, #DNC, #GOP, #CURE ,",fauci,FAVOR,1289954418029400064
"@LeftBites @juliedeplorable Okay, this is funny.",fauci,FAVOR,1289992404796239872
@Phreadys Hell to the NO!!!!! I watched him lie on live TV to Congress about MMR reactions. He only corrected himself because moms in the room called him out. He is the fourth reich,fauci,FAVOR,1290010431063576576
"@davematt88 Last year at this time, I didn’t think . . .

That if I’m sitting near the a/c and the fan is sorta blowing on me too, and my throat feels a bit scratchy, 

That I would have a panic attack thinking I have #coronavirus and have to breathe into a paper bag.

#Covid_19",fauci,FAVOR,1290015011914444800
@MaryamHenein The penis should be left in its natural state. Circumcision is on its way out of favor because people are beginning to understand that the penis is perfect as designed and the foreskin makes intercourse more pleasurable for women.,fauci,FAVOR,1290037954333814785
@CBSNews Someone was arrested for opening their business yet they want to open schools?  He's just a Dr.  The politicians decide what the law is? Stop trying to put your responsibility onto,fauci,FAVOR,1290059087632162817
"@CoreysDigs Everyone should be warning their families about this. I have already done this with the flu and pneumonia shots my parents used to get. They don’t get the flu now...Have the talk!
#WakeUpAmerica #coronavirus #Covid_19 #FauciTheFraud",fauci,FAVOR,1290034714619731970
@CBSNews Are there TEST being done to prove that we are not buying meat contaminated with coronavirus that causes #covid19 ?  alot of processing plants were shut down  because employees had covid. Did they get it from MEAT? dont say NO EVIDENCE! Just YES or NO,fauci,FAVOR,1290048361907679232
@deerfield_b @TimRunsHisMouth Fake science :dna:,fauci,FAVOR,1290053429881053184
Is it true that every single person who died of #Covid_19 received a flu vaccine?  #DrBirx,fauci,FAVOR,1290053998993526784
"@realDonaldTrump YOU are the enemy,YOU killed thousands of people while you stalled for months &amp; thousands more by not wearing a mask, which incited your white supremacist pals, fringe groups &amp; KKK to also not wear them. Science is real, you &amp; your subjects need to know this. #TrumpVirus",fauci,FAVOR,1290270041787645954
@MajorPatriot #plandemic someone make this end.  I'd rather get food rations than deal with this................. #VoteRedToSaveAmerica,fauci,FAVOR,1290299649228713984
@UncleRobTrump Hell no! She's creepy &amp; so is Fauci. #FireBirx,fauci,FAVOR,1290360467106365444
"""My approach is always that the default position should be to try, as best as you possibly can, to open up the schools,"" said",fauci,FAVOR,1290380974950428674
"@ZinniaDee_TV @FOX61News What proof that mask works? He simple says,  “there is no doubt, when used with social distancing that mask work”.  Cite the study!",fauci,FAVOR,1290384967927844869
@seanhannity Lol.. this guy has COVID-19 in his gray matter... he needs to be checked by,fauci,FAVOR,1290425026789990400
I WILL NOT TAKE A VACCINE. #BillGatesBioTerrorist #BillGatesIsNotADoctor,fauci,FAVOR,1290441682656399360
@2AFARRidezAgain True. We are not built to wear masks. Sheltering in place and wearing masks weakens our immunity. Prove me wrong,fauci,FAVOR,1290455578440065029
"@kirstiealley @KciraR Thank you Kirstie!! :punch::muscle::thumbsup::blue_heart::heart:GREAT AMERICAN!! 
Keep sharing this video 
You will save many many many more people from the misery of #ChinaVirus than PHONY",fauci,FAVOR,1290465284906782724
@StaceyNagy4 @binkytoes Condolences...Hoping that your words reach those non-believers #WearAMask #COVID19 #coronavirus,fauci,FAVOR,1290467779330613254
"@RobHerring @realDonaldTrump @OANN @realDonaldTrump Use the Defense Production Act to mass produce and distribute Hydroxychloroquine + Azithromycin + Zinq as a prophylactic and end this disease now, otherwise we are going to start thinking you have stock in the Vaccine manufacturers just like",fauci,FAVOR,1290484258297896960
"@realDonaldTrump Vaccines - :no_entry_sign: 

Therapeutics - Yes, please!

Pissst...",fauci,FAVOR,1290484750704971776
"We need to get rid of Trump virus then we can get a competent leader to attack the COVID-19.    Trump is killing us not listening to Expert Doctors, Mandate Masks, and improve Testing.   #TrumpVirus #Biden2020",fauci,FAVOR,1290492142767366144
"@nytimes That’s because science SAYS MASKS DON’T DO A DAMN THING if you’re healthy. As a matter of #FACT, wearing a reused mask is terrible, even rotating new masks to wear for extended periods of time is bad for any and all people. #FollowTheScience NOT THE DEMS or the leftists/",fauci,FAVOR,1290533315447930880
"@CuomoPrimeTime @ChrisCuomo :heart:Heart reaching story ~ Thank you @ChrisCuomo &amp; CNN ~ You #HONORTHEM, you #SHOWTheirFaces, you #SHARETheirStories. DEVASTATING 155,196+:flag_for_United_States:dead! In July alone 1,874,459 new :flag_for_United_States: cases #TrumpHasNoPlan  #COVID19  #COVIDIOT #AmericasGreatestMistake  #TrumpFailsAmerica",fauci,FAVOR,1290535438592040965
@zev_dr @Based_Irish Vaccines...he's on Boll Gates foundation board.,fauci,FAVOR,1290616594985615364
"@AdamParkhomenko It is impossible for a #safe Vaccine to be ready before the election - though trump and his enablers will try to make it seem so. It will be ""false hope"" spread to the American people and some will believe, and that's the scary part.

#Covid19 Listen to #Science",fauci,FAVOR,1290627888929214465
@johncardillo I tweeted you unbelievable info. See article from April first. Let me know if you need more info.,fauci,FAVOR,1290630350176223233
@JamesTodaroMD @wokeosaurusrex And own half the covid vaccine patent. Don't forget that small conflict of interest!,fauci,FAVOR,1290689435386949639
"It’s heartbreaking watching movies where people are in bars, restaurants, and ball parks, having a good time. 

And we surrendered this joy to authoritarian Democrats and a power-mad bureaucrat epidemiologist. #lockdown",fauci,FAVOR,1290704479780823040
"@marty_walsh Update: one negative test changed to “inconclusive”. Not sure how that happened. Retested Monday Positive. Personally confirmed a 50% false positive rate. Guess I’ll quarantine now, or go to a baseball game like",fauci,FAVOR,1290710684511207425
@realDonaldTrump Fuck #DrBirx what side she even on? She’s telling ppl to wear mask at home? Why is she even on your team? Or even,fauci,FAVOR,1290755235615408128
@MarciaW20583125 @TomFitton You can be assured he is taking HCQ as a prophylactic as we speak!,fauci,FAVOR,1290768537141813250
"Dr. Fauci:

 All through February:  ""It's all a bad flu, don't worry about it"".

1st week of March: ""Take a cruise! go to the movies.""

2nd week of March: ""Don't wear a mask"".",fauci,FAVOR,1290778404585799680
"Who wants 2015 @realDonaldTrump 
:raising_hand::raising_hand::raising_hand::raising_hand:",fauci,FAVOR,1290783208242655232
@realDonaldTrump And the only 2 people in the room with masks on are the doctors. Maybe the rest of the fools in this meeting should follow their lead :woman_shrugging_light_skin_tone:,fauci,FAVOR,1290788722686832640
I’m ready to go back to work! Start a new job next week. Only 1 problem-Mask are required :face_with_symbols_on_mouth: I have rebelled wearing a damn muzzle since it went into effect. @POTUS please make this nonsense STOP!,fauci,FAVOR,1290812278779129858
"@realDonaldTrump You're being scammed!! Hydroxychloroquine is what this Nation NEEDS!!  Make it happen, Sir!
#HydroxycholoroquineWorks",fauci,FAVOR,1290853784931848200
@KarluskaP Submit to a urine test for #Hydroxychloroquine,fauci,FAVOR,1290864016986796034
"@POTUS STOP the #vaping bans! We have rights as American citizens to choose a better alternative. Abolish the #PMTA for vaping products. It’s rigged! #FDA &amp; #SG are a joke. Cigarettes kill tens of thousands of people a yr #vapingsaveslives By the way,",fauci,FAVOR,1294012780224417792
@IngrahamAngle But when asked about protests and church he wants to play games! Smh hes a joke!,fauci,FAVOR,1294015795484336130
"@mchooyah @QueenoQuestions So now you can get germs from a random person snotting, spitting, licking or other gross things on the mask.  No thanks!  I know Target has them out like that. Nope.",fauci,FAVOR,1294020684985831425
"@WashTimes Yeah, he’ll be flipping his position next week, if not tomorrow.",fauci,FAVOR,1294022003360440320
@IngrahamAngle @realDonaldTrump when will this corrupt POS be prosecuted for treason?,fauci,FAVOR,1294041066669252610
@TomFitton @Jimmy85787551 Even FAUCI said so in his own Virology report in August 2005 edition on its safety and successful use not only as a treatment for viruses but as a preventative for healthcare workers and immunocompromised.,fauci,FAVOR,1294049020017549317
Fauci made a deal with the devil and will find out November 3rd he was on the wrong side of history!,fauci,FAVOR,1294062491245346816
"@IngrahamAngle Fauci, fraud, hasn’t spent any time with COVID-19 patients yet he constantly injects his biased opinions on subjects unrelated to his specialty, now,mail in voting, esp if POTUS suggest “A”, he interjects with “B”just to hurt him! He’s vindictive &amp; should be ignored!",fauci,FAVOR,1294066202675879936
@POTUS @realDonaldTrump I no longer have confidence that the USA will see the light of day from this virus so long as Dr. Fauci has any involvement.,fauci,FAVOR,1294073443521101826
@WashTimes This mother fucker can't make up his mind. We're all going to die... then we're not... masks bad.... now good.... stay in the house..... now go out to vote.... Make up your mind.,fauci,FAVOR,1294084509663670272
@jsolomonReports @MediaControlsU I buy nothing this money grubbing fraud says.,fauci,FAVOR,1294091285545066505
"“I think with a combination of good public health measures, a degree of global herd immunity and a good vaccine, which I do hope and feel cautiously optimistic that we will get, I think when we put all three of those together, we will get control of this”",fauci,FAVOR,1294096141890584576
@RyanAFournier @realDonaldTrump If you dont want to be forced to have a fauci approved vacine. You better vote rep.,fauci,FAVOR,1294100067826229250
@catturd2 @RetrTrumpwins Plus democrats are in bed with big pharma. If elected you will be forced a fauci  aproved vacine. Make sure you get out and vote red.,fauci,FAVOR,1294102289951739905
@abc3340 This sounds like something fucked up Falsey Fauci had to say.,fauci,FAVOR,1294129863742443525
"@LeahR77 I recommend a duck-tape mask for #JoeBiden #KamalaHarris, #JayInslee",fauci,FAVOR,1294133615656230912
"@IngrahamAngle #DeepStateFauci 

From the beginning Fauci set Trump up for the fall. 

Didn't agree with Trump's travel bans, mask don't work, hydroxychloroquine is dangerous, protesting, looting, rioting good, church bad, wear mask good, restaurants &amp; gym bad, voting polls bad...",fauci,FAVOR,1294152543724081152
@newtgingrich What the heck has Dr death @DrAnthonyF been doing he had plenty big trials BEFORE this one,fauci,FAVOR,1294161449468620800
@IngrahamAngle @AndreaRomans828 @realDonaldTrump it is way past time to fire him.  Now he is contradicting your voting policy!,fauci,FAVOR,1294228768639287297
"@FoxNews Of course he does.  Funny, I don’t see him wearing one 24/7.  
#IHave Rights
#Plandemic",fauci,FAVOR,1294250202044473344
Anyone else notice the uptick in the liberal @dnc driven media reports about Children and #COVID19 and the worse fall ever! It’s called Cold and Flu :sneezing_face: season for a reason! #HerdImmunity,fauci,FAVOR,1294263792717758464
@nypost Stop quoting this guy.,fauci,FAVOR,1294264797823893505
"@drsimonegold Hard to imagine that in America, there are powers so strong as to stop a treatment thats working &amp; shut down the medical experts who know. He stands to profit off of a vaccine, letting people die in the meantime, to further his pocketbook &amp; their political agenda.",fauci,FAVOR,1294265443461586947
@AlexBerenson Hoping to see changes soon with Scott Atlas @SWAtlasHoover ... Fauci has been a nightmare,fauci,FAVOR,1294265581965737985
Dr. Fauci is now saying taking temperatures doesn't stop the spread of the virus. :thinking_face:,fauci,FAVOR,1294284859221975040
@Hirdman Yeah shouldn’t we be in like Phase 17 now? Like Wtf,fauci,FAVOR,1294288034221916161
Also in #northern state the play #frozen will be #Cancelled because the children will be#living it!,fauci,FAVOR,1294295995061346304
"Many #ICU #Covid19 Patients were Very Sick With #PreexistingConditions BEFORE They Got #COVID. These Conditions are Now Called ""Side Effects"" of Covid to Get Coverage Under Federal Gaurantees. #msnbc #foxnews #nytimes #cnn #wsj #cnbc #politico #huffpost #drudge #cdc #wapo",fauci,FAVOR,1294304542998306816
"@USAFacts Well if our own media wasn’t hiding the truth about HQ, we wouldn’t have any bad data but then no Gates vaccine &amp; no $$ or trans human agenda eh? :middle_finger_medium-light_skin_tone:#scamdemic2020 #Hydroxycholoroquine",fauci,FAVOR,1294306493789958144
@kerpen #OpenAmericaNow #MasksOff #MasksOffAmerica #Scamdemic #scamdemic2020 This is bullshit! #FauciTheFraud,fauci,FAVOR,1294310483298852865
I pray that Trump's brother doesn't die of Covid-19.  We've lost too many good Americans already from this terrible virus from China.  :flag_for_United_States::flag_for_United_States::flag_for_United_States::flag_for_United_States::flag_for_United_States::flag_for_United_States::flag_for_United_States: @realDonaldTrump #MAGA #MAGA2020 #Florida @FoxNews @BBCPolitics #COVIDIOT #Covid_19 #coronavirus,fauci,FAVOR,1294316438732156934
